gen_vendor_normalized,total_entries,total_contracts,total_amendments
PRIORITY PERSONNEL,62,39,23
AV BRUCE ASSOCIATES,34,21,13
EAGLESPIRIT MARKETING,23,23,0
SKYRIDGE SYSTEMS,23,21,2
CANON,22,19,3
KELLY SERVICES CANADA,20,16,4
ARI FINANCIAL SERVICES,19,16,3
IMP GROUP,17,15,2
SOFTCHOICE,16,16,0
SHARP ELECTRONICS,15,15,0
PITNEY BOWES,15,11,4
UNIVERSITAC SAINTE ANNE HALIFAX,15,15,0
MANPOWER TEMPORARY SERVICES,14,11,3
MICROSOFT CANADA,14,11,3
EQUIFAX CANADA,13,13,0
CANADIAN CORPS OF COMMISSIONAIRES,12,11,1
ORACLE CANADA,11,11,0
HUDSON DESIGN GROUP,11,11,0
NORTHERN MICRO,10,10,0
DHL EXPRESS CANADA,10,8,2
TEKNION,10,10,0
ANTHONY MACAULEY ASSOCIATES VICTORIA,10,10,0
CEDROM SNI,10,10,0
DELOITTE AND TOUCHE,10,10,0
CISION CANADA,9,3,6
FORD MOTOR COMPAMY,9,9,0
3D DATACOMM,9,9,0
CONFERENCE BOARD OF CANADA,8,8,0
PUROLATOR,8,8,0
THE CONFERENCE BOARD OF CANADA,8,8,0
NISHA TECHONOLOGIES,8,8,0
RON ARSENAULT,8,7,1
ALLIANCE FRANCAISE,7,7,0
JAMES YOUNG,7,6,1
GRANT THORNTON,7,7,0
MARTILLAC,7,7,0
COSSETTE COMMUNICATIONS,6,6,0
ERGOCENTRIC SEATING SYSTEMS,6,6,0
BULLETPROOF SOLUTIONS,6,3,3
KELLY SERVICES,6,5,1
RICOH,6,6,0
DAVID APLIN RECRUITING,6,4,2
PERFORMANCE MANAGEMENT NETWORK,6,6,0
COVEY OFFICE GROUP,6,6,0
MANPOWER SERVICES CANADA,5,5,0
SOCIACTAC NATIONALE DE LACADIE,5,3,2
ACOLE DE LANGUES DE LESTRIE,5,3,2
STANTEC,5,4,1
CONFERENCE BOARD OF CANADA THE,5,5,0
THE GOVERNANCE NETWORK,5,3,2
CHAMBRE DE COMMERCE FRANAAISE AU CANADA RACSEAU ATLANTIQUE,5,4,1
KONICA MINOLTA BUSINESS SOLUTIONS CANADA,5,5,0
MARKET ACCESS INTERNATIONAL CANADA,5,4,1
ATLANTIC BUSINESS INTERIORS,5,5,0
PRINCIPAL RESEARCH ASSOCIATE THE CONFERENCE BOARD OF CANADA,5,5,0
ADECCO EMPLOYMENT SERVICES,5,3,2
GARTNER,5,5,0
KRISTA NAPIER,5,5,0
GENERAL MOTORS,5,5,0
CARIBOU COMMUNICATIONS,5,3,2
GRAND TOY,5,5,0
CDW CANADA,5,5,0
HYUNDAI AUTO CANADA,5,5,0
CORPORATE RESEARCH ASSOCIATES,4,4,0
SYSTEMSCOPE,4,2,2
RAYMOND CHABOT GRANT THORNTON CONSULTING,4,4,0
PGF CONSULTANTS,4,4,0
IVANS CAMERA,4,4,0
MONTEL,4,4,0
SYMANTEC,4,4,0
DYMAXION RESEARCH,4,4,0
MICROAGE TECHNOLOGY SERVICES,4,4,0
HAISLEY MILLAR CONSULTING GROUP,4,4,0
ROGER B CLARK,4,3,1
ROGER CLARK,4,4,0
SUBARU CANADA,4,4,0
ALISABETH LACPINE,4,4,0
CFN CONSULTANTS ATLANTIC,4,4,0
FAMILY SERVICE MONCTON,4,2,2
DONALD A BELLIVEAU ASSOCIAS,4,4,0
TELECOM COMPUTER SERVICES,4,4,0
LESLIE HARRIS CENTRE OF REGIONAL POLICY AND DEVELOPMENT,4,3,1
ABM SYSTEMS,4,4,0
BLACKBERRY,4,4,0
STEVENSON PARTNERS,4,4,0
FERENCE WEICKER COMPANY,4,3,1
PATTISON SIGN GROUP,4,3,1
NISSAN CANADA,4,4,0
CORPORATE EXPRESS,4,4,0
COMPART EVENT MANAGEMENT,4,3,1
INFORMETRICA,4,4,0
ACTION PERSONNEL OF OTTAWA HULL,3,2,1
TOYOTA CANADA,3,3,0
DONNA CONA,3,3,0
JAMES PICKARD,3,3,0
IVANS AUDIO VISUAL ELECTRONIC,3,3,0
CONCENTRIC ENERGY ADVISORS,3,3,0
THOMPSON ASSOCIATES STRATEGIC CONSULTANTS TASC,3,3,0
LOOMIS EXPRESS A DIV OF TFI TRANSPORT 22,3,3,0
BELL CANADA,3,3,0
MTS ALLSTREAM,3,2,1
LA SOCIACTAC NATIONALE DE LACADIE,3,1,2
CBZ,3,1,2
MISHKUMI TECHNOLOGIES,3,3,0
INFO TECH RESEARCH GROUP,3,3,0
QUANTUM COMMUNICATIONS,3,3,0
INSTITUTE ON GOVERNANCE,3,3,0
GLOBAL UPHOLSTERY,3,3,0
MCSWEENEY ASSOCIATES CONSULTING,3,3,0
INPRO SOLUTIONS,3,3,0
DATARITE,3,2,1
SUPERTEMP PEAPELL ASSOCIATES,3,2,1
WKM ENERGY CONSULTANTS,3,3,0
ANTHONY MACAULEY ASSOCIATES,3,2,1
ONEPLACE SOLUTIONS,3,3,0
VIDEO TECH,3,2,1
PAUL CHIPPERTON,3,3,0
SAMSON ASSOCIATES,2,1,1
LESLIE HARRIS CENTRE OF REGIONAL POLICY AND DEVELOPMENT THE,2,2,0
LOOMIS EXPRESS,2,2,0
LYRECO CANADA,2,2,0
LYRECO OFFICE PRODUCTS,2,2,0
M5 MARKETING COMMUNICATIONS,2,2,0
DROLET DOUVILLE ET ASSOCIACS,2,2,0
MANPOWER,2,2,0
MAPLESOFT CONSULTING,2,1,1
MARCOMM,2,1,1
MARITIME WINDOW FILM PRODUCTS,2,2,0
MARKET RESEARCH ASSOCIATES,2,2,0
ECONOMIC PLANNING GROUP OF CANADA,2,2,0
COLLINS MANAGEMENT CONSULTING RESEARCH,2,2,0
MMK CONSULTING,2,2,0
MOUNT ALLISON UNIVERSITY,2,1,1
EUROMONITOR INTERNATIONAL,2,2,0
EXCEL HUMAN RESOURCES,2,2,0
NEWFOUND RECRUITING,2,1,1
NORTHERN MICROPUBLISHING,2,2,0
OPENTEXT,2,2,0
PHILADELPHIA SALES COMPANY,2,2,0
FORMATION LINGUISTIQUE EXCEL,2,1,1
FORTIS PROPERTIES,2,2,0
PORTFOLIO MARKETING,2,2,0
CPCS TRANSCOM,2,2,0
POWER ADVISORY,2,2,0
PRICE MURRAY COMMUNICATIONS,2,2,0
GAGNA ASSOCIATES,2,2,0
PUROLATOR COURIER,2,2,0
QUINTET CONSULTING,2,1,1
RA MALATEST ASSOCIATES,2,2,0
GOSS GILROY,2,2,0
AMJ CAMPBELL INTERNATIONAL,2,2,0
SAINT MARYS UNIVERSITY,2,2,0
KPMG,2,2,0
SIERRA SYSTEMS GROUP,2,1,1
SJM CONSULTING,2,1,1
SOCIETE NATIONALE DE LACADIE,2,2,0
BACKMAN VIDCOM,2,2,0
TAG HR THE ASSOCIATES GROUP,2,1,1
CENTRE TRANSMED CENTER,2,2,0
THE DELTA PARTNERS,2,2,0
IRON MOUNTAIN CANADA,2,2,0
THE GLOBAL GROUP,2,2,0
THE IMPACT GROUP,2,2,0
ISLAND GREEN POWER,2,2,0
THE RETIREMENT PLANNING INSTITUTE RPI,2,2,0
ISTS INTERNATIONAL SIMULTANEOUS INTERPRETATION,2,1,1
ISTS SIMULTANEOUS INTERPRETATION,2,1,1
JIM PATTISON INDUSTRIES OPERATING AS ENSEIGNES PATTISON SIGN GROUP,2,1,1
UNIVERSITE SAINTE ANNE HALIFAX,2,2,0
WINDSOR CONSTRUCTION DESIGN,2,2,0
KENSINGTON ASSOCIATES,2,2,0
YOUNG JAMES,2,2,0
THE ECONOMIC PLANNING GROUP OF CANADA,1,1,0
THE INSTITUTE OF INTERNAL AUDITORS,1,1,0
THE RISK MANAGEMENT ASSOCIATION,1,1,0
THE TECHNOPOLICY NETWORK,1,1,0
TIGGERS DRAPERIES BLINDS,1,1,0
TM SOLUTIONS,1,1,0
TOSHIBA OF CANADA,1,1,0
TOTEM OFFISOURCE,1,1,0
TOURISM SYNERGY,1,1,0
TYCO INTEGRATED FIRE AND SECURITY,1,1,0
ULLA DE STRICKER AND ASSOCIATES,1,1,0
UNAMAKI COLLEGE AT CAPE BRETON UNIVERSITY,1,1,0
UNIVERSITE SAINTE ANNE,1,1,0
WADE LOCKE ECONOMIC CONSULTING,1,1,0
WILLIAM THOMPSON,1,1,0
X WAVE,1,1,0
YVES GAGNON ING DSC,1,1,0
3261620 CANADA,1,1,0
ZHEJIANG UNIVERSITY,1,1,0
3261620 CANADA OP CENTRE DE LANGUES INTERNATIONALES,1,1,0
3627730 CANADA,1,1,0
4554051 CANADA,1,1,0
ABM INTEGRATED SOLUTIONS,1,1,0
ACCESS SECURITY PRODUCTS,1,1,0
ACOLE DE LANGUES LA CITAC,1,1,0
ADECCO FREDERICTON,1,1,0
AGRICULTURE AND RURAL INVESTMENT COMMITTEE INVESTMENT ASSOCIATION OF CHINA,1,1,0
ALLISON FINNAMORE,1,1,0
