gen_vendor_normalized,total_entries,total_contracts,total_amendments
EXCEL HUMAN RESOURCES,88,54,34
SI SYSTEMS,44,23,21
NISHA TECHONOLOGIES,43,37,6
CANADIAN CORPS OF COMMISSIONAIRES,36,28,8
IBM CANADA,35,34,1
SOFTCHOICE,32,32,0
ITEX,32,32,0
ADVANCED BUSINESS INTERIORS,32,32,0
PRINTERS PLUS,32,32,0
PROMAXIS,30,18,12
QMR,29,23,6
VERITAAQ TECHNOLOGY HOUSE,29,15,14
KNOWLEDGE CIRCLE,29,25,4
CBCI TELECOM,28,28,0
STRATUM ASSOCIATES,26,23,3
CALIAN,26,16,10
RANDSTAD,25,15,10
ALLIANCE FRANCAISE,25,24,1
CHANNEL SYSTEMS,24,20,4
MAPLESOFT CONSULTING,24,14,10
LANNICK CONTRACT SOLUTIONS,23,10,13
ALTIS HUMAN RESOURCES,22,18,4
LUMINA IT,22,17,5
TELUS CANADA,22,22,0
ISI GLOBAL WEBCASTING,22,21,1
HARRINGTON STAFFING,20,18,2
MINDWIRE SYSTEMS,19,13,6
PROFESSIONAL COMPUTER,19,14,5
DELL COMPUTER,18,18,0
SAMSON AND ASSOCIATES,17,15,2
INTEGRATING SOLUTIONS,17,13,4
GAMBLE TECHNOLOGIES,17,17,0
STIFF SENTENCES,17,11,6
MODIS CANADA,16,10,6
DELOITTE AND TOUCHE,15,15,0
NORTHERN MICRO,14,14,0
GARTNER,14,14,0
BRECKENHILL,14,7,7
BELL CANADA,14,13,1
ETON SYSTEMS,14,13,1
TERAMACH TECHNOLOGIES,14,14,0
SPRINT COMPUTER,14,14,0
ACCESS CORPORATE TECHNOLOGIES,13,10,3
PROCOM CONSULTANTS,13,7,6
CANBERRA,13,11,2
FREEBALANCE,13,13,0
CISTEL TECHNOLOGY,12,6,6
PRECISIONIT,12,5,7
ONX ENTERPRISE SOLUTIONS,12,12,0
MICROSOFT CANADA,12,9,3
SIMPLEX INDUSTRIES,12,11,1
BRYMARK,12,11,1
AON REED STENHOUSE,12,6,6
BDO CANADA,12,12,0
GLOBAL UPHOLSTERY,11,11,0
SYSTEMES ET SERVICES,11,11,0
CONVERSART,11,11,0
RIDEAU RECOGNITION SOLUTIONS,11,11,0
CHUBB EDWARDS,10,6,4
THE AIM GROUP,10,7,3
DJ FILMS MULTIMEDIA,10,10,0
STEELCASE CANADA,10,10,0
4 DM,10,10,0
FLEX TECH SERVICES,9,7,2
VACHON ANDRE,9,9,0
HANGAR 13,9,8,1
HINTON MARKETING GROUP,9,8,1
GENERAL ELECTRIC CANADA,9,9,0
MAXSYS PROFESSIONALS AND,9,7,2
CANADIAN NUCLEAR ASSOCIATION,9,9,0
AGILYSYS,9,9,0
ASCRIBE MARKETING,9,7,2
XEROX,9,8,1
1776464 ONTARIO,9,9,0
TPG TECHNOLOGY CONSULTANTS,8,5,3
PHASELOCK SYSTEMS,8,8,0
TRM TECHNOLOGIES,8,4,4
FIRST ADVANTAGE CANADA,8,4,4
3261620 CANADA,8,7,1
COPEM CONSULTING,8,7,1
CONFERENCE BOARD OF CANADATHE,8,8,0
GRAND AND TOY,8,8,0
CANADIAN MANAGEMENT CENTRE,8,8,0
CONCEPTS DESIGN CONSULTING,8,8,0
ADVANCED CHIPPEWA TECHNOLOGIES,8,8,0
FSC,8,7,1
IBISKA TELECOM,7,7,0
CITY OF OTTAWA,7,7,0
CENTRE FOR EXCELLENCE IN,7,4,3
HDP GROUP,7,6,1
NUTECH SAFETY ASSESSMENT,7,7,0
C CORE,7,7,0
STUDSVIK SCANDPOWER,7,6,1
LAPLANTE CONSULTING,7,7,0
TEKSYSTEMS CANADA,7,5,2
FUSE COMMUNICATIONS,7,6,1
EMERION,7,4,3
1019837 ONTARIO,7,6,1
INTERSOL GROUP,7,7,0
ANDROCOM INTERACTIVE MEDIA,7,7,0
