gen_vendor_normalized,total_entries,total_contracts,total_amendments
MCKESSON CANADA,2239,2221,18
CANADIAN CORPS OF COMMISSIONAIRES,736,528,208
OEI KRUEGER,473,466,7
ARI FINANCIAL SERVICES,308,248,60
IMPERIAL OIL,223,199,24
MEDALLION MILK CO,201,176,25
FORD MOTOR COMPAMY,183,183,0
XEROX,166,152,14
SALVATION ARMY,130,70,60
NORTHFIELD METAL PRODUCTS,117,95,22
CASSELMAN WOODCRAFT,115,67,48
DYNACARE,112,96,16
TECHNE SEATING COMPONENT,108,62,46
AIR INUIT,101,98,3
CHRYSLER CANADA,98,98,0
RUSSEL METALS,95,89,6
PUROLATOR,87,65,22
BLUEWAVE ENERGY,84,76,8
FCA CANADA,82,75,7
NISSAN CANADA,80,63,17
GENERAL MOTORS,77,77,0
PODOLINSKY EQUIPMENT,76,74,2
SAMUEL ET FILS ET CIE QUEBEC,74,73,1
FLEX KNIT,70,66,4
MOTOROLA SOLUTIONS CANADA,66,66,0
IRVING OIL,64,61,3
SIEMENS,60,54,6
LIONBRIDGE,60,47,13
PERSONNEL ALTER EGO,58,49,9
MILL SUPPLY,58,53,5
SUPER CHANNEL INTERNATIONAL CORP,54,53,1
BEDARD RESSOURCES,53,44,9
ROBERT BURY AND CO CANADA,52,50,2
HUMANSCALE CORPORATION,49,47,2
ARBORITE,47,46,1
CONSTRUCTION L MORIN,44,40,4
CONSTRUCTION BLANCHARD & FRERE 1994,42,39,3
MARCOMM,41,27,14
REGULVAR,41,40,1
CHEMTICK COATED FABRICS,40,40,0
588026 ALBERTA,40,38,2
CANON,40,39,1
TEKNION,37,37,0
ALIMENTS CHICOINE,37,37,0
CALIAN,37,23,14
GFS BRITISH COLUMBIA,36,36,0
PROVIDENCE HEALTH CARE,35,35,0
MOMENTUM TEXTILES,35,35,0
MASHA KRUPP TRANSLATION GROUP THE,35,30,5
D DOYLE INSTALLATIONS,35,33,2
TUYAUTERIE DUNOR,34,33,1
FOAMCO INDUSTRIES CORP,34,34,0
EXCEL HUMAN RESOURCES,34,32,2
SUMMIT CANADA DISTRIBUTORS,33,33,0
SISMO EXTRUSIONS,32,31,1
BRETON MICHEL MD,32,20,12
JOHN HOWARD SOCIETY,31,19,12
SENSTAR CORPORATION,31,23,8
GLOBE SPRING & CUSHION,31,27,4
NORTHERN MICRO,30,26,4
SHARP ELECTRONICS,30,28,2
EVERSOFT FIBRE AND FOAM,30,30,0
STEDFAST,30,25,5
WESCO DISTRIBUTION CANADA LP,30,30,0
COMMONWEALTH PLYWOOD CO,30,30,0
BAKER TEXTILES,29,29,0
CHESTNUT RIDGE FOAM,29,28,1
MACEWEN PETROLEUM,29,22,7
DOR-VAL MANUFACTURING,29,29,0
INDIGENOUS SPIRITUAL ELDERS OF CANADA,29,25,4
BARGREEN ELLINGSON,29,29,0
ALIMENTS MARINA,28,26,2
CARDINAL HEALTH CANADA,28,27,1
GRAND AND TOY,28,28,0
HYUNDAI AUTO CANADA CORPORATION,28,28,0
GROOM & ASSOCIES,27,27,0
BARDON SUPPLIES,27,27,0
THE MASHA KRUPP TRANSLATION GROUP,26,18,8
HEALTHMARK,26,26,0
GAMMA-DYNACARE MEDICAL LABORATORY,26,25,1
POLARIS INDUSTRIES,25,19,6
CANADA POST CORPORATION,25,23,2
ST LEONARD S COMMUNITY SERVICES,25,10,15
STANLEY BLACK AND DECKER CANADA CORPORATION,24,23,1
SAGE DATA SOLUTIONS,24,21,3
GROUP DEKKO,24,24,0
MITSUBISHI MOTOR SALES OF CANADA,24,24,0
RICOH,24,24,0
JOHN HOWARD SOCIETY OF OTTAWA,24,12,12
TELUS CANADA,24,23,1
ECOLE DE LANGUES ABCE,23,20,3
DYNAMIC PERSONNEL CONSULTANTS,23,17,6
TYCO INTEGRATED FIRE AND SECURITY,23,20,3
CALSTONE,23,23,0
BUANDERIE BLANCHELLE LA,23,23,0
WOLSELEY MECHANCIAL GROUP,23,23,0
STANLEY SECURITY SOLUTIONS,23,22,1
JOHN HOWARD SOCIETY OF NEWFOUNDLAND AND LABRADOR THE,22,12,10
AV TECH,22,21,1
NORTRAX CANADA,22,19,3
