gen_vendor_normalized,total_entries,total_contracts,total_amendments
IRVING OIL,943,918,25
WARTSILA,697,530,167
CHEVRON,549,541,8
STERLING FUELS,322,307,15
CANADIAN CORPS OF COMMISSIONAIRES,306,210,96
GARLOCK OF CANADA OPERATING AS FAIRBANKS MORSE ENGINE,296,241,55
ALTIS HUMAN RESOURCES,283,168,115
AFN ENGINEERING,273,210,63
WAJAX POWER SYSTEMS,272,214,58
TOROMONT INDUSTRIES,266,202,64
FORD MOTOR COMPAMY,250,209,41
STANTEC,249,178,71
GO DEEP INTERNATIONAL,239,213,26
BEAVER AIR CHARTER CONSULTANTS,228,220,8
HOSKIN SCIENTIFIC,216,200,16
MADSEN DIESEL & TURBINE,214,188,26
ATLANTIC TRACTORS & EQUIPMENT,213,163,50
IMPERIAL OIL,204,192,12
JOSEPH ELIE,197,181,16
FAIRBANKS MORSE ENGINE DIVISION,190,142,48
KONICA MINOLTA BUSINESS SOLUTIONS CANADA,180,44,136
EXCEL HUMAN RESOURCES,176,124,52
CANADIAN MARITIME ENGINEERING,159,107,52
DONNA CONA,158,93,65
XEROX,157,94,63
SNC-LAVALIN,155,112,43
SIEMENS,155,121,34
M & R FISHERIES,152,32,120
DIESEL INJECTION SALES AND SERVICE,150,135,15
YAMAHA MOTOR CANADA,148,130,18
GOLDER ASSOCIATES,147,110,37
D F BARNES,147,123,24
NEWDOCK ST JOHN S DOCKYARD,138,77,61
SUNCOR ENERGY PRODUCTS PARTNERSHIP,138,134,4
LIFE TECHNOLOGIES,132,112,20
GENERAL MOTORS,128,118,10
XPERT SOLUTIONS TECHNOLOGIQUES,127,111,16
VALCOM CONSULTING,125,79,46
KNOWLEDGE CIRCLE,121,82,39
MOTOROLA SOLUTIONS CANADA,117,100,17
REPARATIONS NAVALES ET INDUSTRIELLES OCEAN,117,78,39
EMERION,117,86,31
WSP,117,89,28
SI SYSTEMS,116,72,44
BELL CANADA,115,87,28
BOMBARDIER,111,99,12
FISHER SCIENTIFIC,110,106,4
NORTHWEST FUELS,110,109,1
TIDELAND SIGNAL CANADA,108,84,24
EBSCO CANADA,106,67,39
HEWITT EQUIPEMENT,104,81,23
DASCO EQUIPMENT,104,100,4
ROMOR ATLANTIC,104,93,11
ESRI,99,88,11
CHRYSLER CANADA,99,83,16
SPAR MARINE,99,78,21
CANADIAN DEVELOPMENT CONSULTANTS INTERNATIONAL,97,53,44
IIC TECHNOLOGIES,95,81,14
AMIRIX SYSTEMS,94,91,3
WILDLIFE COMPUTERS,91,88,3
MERCURY MARINE,89,72,17
NISHA TECHONOLOGIES,89,79,10
TEMPLATES FOR BUSINESS,87,65,22
COASTAL MOUNTAIN FUELS,86,85,1
HUNTSMAN MARINE SCIENCE CENTRE,85,76,9
MAPLESOFT CONSULTING,81,49,32
SKRETTING,81,79,2
SAMSON ENTERPRISES,80,52,28
KEYSTONE SUPPLIES COMPANY,80,68,12
EAST COAST MARINE AND INDUSTRIAL,80,73,7
TECHSOL MARINE,76,64,12
FAST TRACK STAFFING,76,47,29
THE 500 STAFFING SERVICES,76,64,12
ROLLS-ROYCE CANADA T46277,76,69,7
ASL ENVIRONMENTAL SCIENCES,75,68,7
BAYLEAF SOFTWARE,74,44,30
KONGSBERG MARITIME CANADA,74,58,16
BROOKS CORNING COMPANY,74,65,9
MEMORIAL UNIVERSITY OF NEWFOUNDLAND,73,56,17
MAIRA MARINE,73,31,42
PENNECON ENERGY HYDRAULIC SYSTEMS,73,58,15
BALANCED ENVIRONMENTAL SERVICES,73,61,12
SEA-BIRD ELECTRONICS,71,69,2
TESTFORCE SYSTEMS,71,56,15
VILLHOLTH JENSEN & ASSOCIATES,71,59,12
SLR CONSULTING CANADA,71,50,21
BDR RESEARCH,70,57,13
NORTHERN MICRO,70,64,6
APPLIED INDUSTRIAL TECHNOLOGIES,69,59,10
BRP US,69,67,2
DESROCHES GROUPE PETROLIER,68,65,3
NOVA SCOTIA POWER,67,49,18
MERIDIAN ENGINEERING,67,53,14
HEDDLE MARINE SERVICES NL,66,40,26
P R BRIDGE SYSTEMS,65,60,5
IBM CANADA,64,53,11
ARNO TELECOMMUNICATIONS LTEE,63,42,21
SPERRY MARINE CANADA,63,53,10
J O THOMAS & ASSOCIATES,62,25,37
ROSBOROUGH BOATS,62,39,23
