gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
AGILYSYS,2008,36,35,1
AGILYSYS,2009,35,35,0
AGILYSYS,2010,61,61,0
AGILYSYS,2011,8,8,0
ALTIS HUMAN RESOURCES,2008,24,19,5
ALTIS HUMAN RESOURCES,2009,13,13,0
ALTIS HUMAN RESOURCES,2010,39,32,7
ALTIS HUMAN RESOURCES,2011,17,16,1
ALTIS HUMAN RESOURCES,2012,30,20,10
ALTIS HUMAN RESOURCES,2013,27,19,8
ALTIS HUMAN RESOURCES,2014,33,22,11
ALTIS HUMAN RESOURCES,2015,21,13,8
ALTIS HUMAN RESOURCES,2016,24,15,9
ALTIS HUMAN RESOURCES,2017,33,26,7
BELL CANADA,2008,44,43,1
BELL CANADA,2009,68,62,6
BELL CANADA,2010,95,95,0
BELL CANADA,2011,80,76,4
BELL CANADA,2012,5,5,0
BELL CANADA,2013,4,2,2
BELL CANADA,2014,2,1,1
BELL CANADA,2015,1,0,1
BELL CANADA,2016,2,1,1
BELL CANADA,2017,5,3,2
EXCEL HUMAN RESOURCES,2008,20,20,0
EXCEL HUMAN RESOURCES,2009,29,22,7
EXCEL HUMAN RESOURCES,2010,28,15,13
EXCEL HUMAN RESOURCES,2011,26,22,4
EXCEL HUMAN RESOURCES,2012,28,18,10
EXCEL HUMAN RESOURCES,2013,49,30,19
EXCEL HUMAN RESOURCES,2014,39,21,18
EXCEL HUMAN RESOURCES,2015,50,30,20
EXCEL HUMAN RESOURCES,2016,23,16,7
EXCEL HUMAN RESOURCES,2017,28,22,6
HONEYWELL,2013,12,12,0
HONEYWELL,2014,45,42,3
HONEYWELL,2015,51,40,11
HONEYWELL,2016,23,21,2
HONEYWELL,2017,19,18,1
MESSA COMPUTING,2008,4,4,0
MESSA COMPUTING,2009,6,6,0
MESSA COMPUTING,2010,8,8,0
MESSA COMPUTING,2011,12,10,2
MESSA COMPUTING,2012,14,8,6
MESSA COMPUTING,2013,24,7,17
MESSA COMPUTING,2014,25,17,8
MESSA COMPUTING,2015,21,7,14
MESSA COMPUTING,2016,18,4,14
MESSA COMPUTING,2017,8,2,6
OTTAWA BUSINESS INTERIORS OBI,2010,24,24,0
OTTAWA BUSINESS INTERIORS OBI,2011,24,24,0
OTTAWA BUSINESS INTERIORS OBI,2012,12,12,0
OTTAWA BUSINESS INTERIORS OBI,2013,11,8,3
OTTAWA BUSINESS INTERIORS OBI,2014,16,16,0
OTTAWA BUSINESS INTERIORS OBI,2015,21,18,3
OTTAWA BUSINESS INTERIORS OBI,2016,18,16,2
OTTAWA BUSINESS INTERIORS OBI,2017,31,25,6
PANALPINA,2008,1,1,0
PANALPINA,2009,4,3,1
PANALPINA,2010,37,11,26
PANALPINA,2011,23,11,12
PANALPINA,2012,40,24,16
PANALPINA,2013,38,37,1
PANALPINA,2014,38,33,5
PANALPINA,2015,49,49,0
PANALPINA,2016,41,40,1
PANALPINA,2017,52,44,8
PRINTERS PLUS,2008,9,9,0
PRINTERS PLUS,2009,20,18,2
PRINTERS PLUS,2010,28,26,2
PRINTERS PLUS,2011,16,16,0
PRINTERS PLUS,2012,22,20,2
PRINTERS PLUS,2013,20,20,0
PRINTERS PLUS,2014,36,35,1
PRINTERS PLUS,2015,35,35,0
PRINTERS PLUS,2016,24,24,0
PRINTERS PLUS,2017,19,19,0
SDV LOGISTICS CANADA,2008,2,2,0
SDV LOGISTICS CANADA,2009,2,2,0
SDV LOGISTICS CANADA,2010,36,36,0
SDV LOGISTICS CANADA,2011,58,57,1
SDV LOGISTICS CANADA,2012,31,28,3
SDV LOGISTICS CANADA,2013,24,22,2
SDV LOGISTICS CANADA,2014,30,30,0
SDV LOGISTICS CANADA,2015,17,17,0
