gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
ADVANCED BUSINESS INTERIORS,2008,29,29,0
ADVANCED BUSINESS INTERIORS,2009,24,21,3
ADVANCED BUSINESS INTERIORS,2010,20,20,0
ADVANCED BUSINESS INTERIORS,2011,15,15,0
ADVANCED BUSINESS INTERIORS,2012,12,12,0
ADVANCED BUSINESS INTERIORS,2013,20,20,0
ADVANCED BUSINESS INTERIORS,2014,5,5,0
ADVANCED BUSINESS INTERIORS,2015,6,6,0
ADVANCED BUSINESS INTERIORS,2016,12,12,0
ADVANCED BUSINESS INTERIORS,2017,10,10,0
AMS IMAGING 1998,2008,83,83,0
AMS IMAGING 1998,2009,93,92,1
AMS IMAGING 1998,2010,57,57,0
AMS IMAGING 1998,2011,20,20,0
AMS IMAGING 1998,2012,11,11,0
AMS IMAGING 1998,2013,8,8,0
AMS IMAGING 1998,2014,8,7,1
CANADIAN CORPS OF COMMISSIONAIRES,2008,9,9,0
CANADIAN CORPS OF COMMISSIONAIRES,2009,8,5,3
CANADIAN CORPS OF COMMISSIONAIRES,2010,6,6,0
CANADIAN CORPS OF COMMISSIONAIRES,2011,10,8,2
CANADIAN CORPS OF COMMISSIONAIRES,2012,9,8,1
CANADIAN CORPS OF COMMISSIONAIRES,2013,14,12,2
CANADIAN CORPS OF COMMISSIONAIRES,2014,13,8,5
CANADIAN CORPS OF COMMISSIONAIRES,2015,15,14,1
CANADIAN CORPS OF COMMISSIONAIRES,2016,14,12,2
CANADIAN CORPS OF COMMISSIONAIRES,2017,12,12,0
CARSWELL,2008,10,10,0
CARSWELL,2009,4,1,3
CARSWELL,2010,11,11,0
CARSWELL,2011,11,8,3
CARSWELL,2012,11,10,1
CARSWELL,2013,14,10,4
CARSWELL,2014,6,2,4
CARSWELL,2015,6,3,3
CARSWELL,2016,4,4,0
CARSWELL,2017,5,4,1
CGI,2008,24,24,0
CGI,2009,28,10,18
CGI,2010,15,5,10
CGI,2011,11,6,5
CGI,2012,19,11,8
CGI,2013,19,12,7
CGI,2014,19,12,7
CGI,2015,15,8,7
CGI,2016,8,6,2
CGI,2017,3,3,0
EXCEL HUMAN RESOURCES,2008,14,14,0
EXCEL HUMAN RESOURCES,2009,24,19,5
EXCEL HUMAN RESOURCES,2010,5,5,0
EXCEL HUMAN RESOURCES,2011,7,4,3
EXCEL HUMAN RESOURCES,2012,5,5,0
EXCEL HUMAN RESOURCES,2013,3,3,0
EXCEL HUMAN RESOURCES,2014,4,1,3
EXCEL HUMAN RESOURCES,2015,3,2,1
EXCEL HUMAN RESOURCES,2016,3,2,1
LEGAL PRINT & COPY,2008,10,10,0
LEGAL PRINT & COPY,2009,11,11,0
LEGAL PRINT & COPY,2010,12,12,0
LEGAL PRINT & COPY,2011,14,14,0
LEGAL PRINT & COPY,2012,7,7,0
LEGAL PRINT & COPY,2013,14,13,1
LEGAL PRINT & COPY,2014,2,2,0
LEGAL PRINT & COPY,2015,4,4,0
RICOH,2008,1,1,0
RICOH,2009,5,5,0
RICOH,2010,2,2,0
RICOH,2011,12,11,1
RICOH,2012,10,10,0
RICOH,2013,11,9,2
RICOH,2014,8,6,2
RICOH,2015,16,16,0
RICOH,2016,13,11,2
RICOH,2017,13,11,2
TRADUCTIONS TESSIER TRANSLATIONS,2008,10,10,0
TRADUCTIONS TESSIER TRANSLATIONS,2009,6,6,0
TRADUCTIONS TESSIER TRANSLATIONS,2010,4,4,0
TRADUCTIONS TESSIER TRANSLATIONS,2011,8,8,0
TRADUCTIONS TESSIER TRANSLATIONS,2012,8,8,0
TRADUCTIONS TESSIER TRANSLATIONS,2013,12,12,0
TRADUCTIONS TESSIER TRANSLATIONS,2014,13,12,1
TRADUCTIONS TESSIER TRANSLATIONS,2015,8,7,1
XEROX,2008,11,11,0
XEROX,2009,8,4,4
XEROX,2010,20,17,3
XEROX,2011,10,10,0
XEROX,2012,6,3,3
XEROX,2013,7,4,3
XEROX,2014,6,5,1
XEROX,2015,10,7,3
XEROX,2016,3,3,0
XEROX,2017,4,4,0
