gen_vendor_normalized,total_entries,total_contracts,total_amendments
ALPINE HELICOPTERS,386,383,3
FORD MOTOR COMPAMY,316,316,0
MCELHANNEY ASSOCIATES,309,231,78
IMPERIAL OIL,292,288,4
GENERAL MOTORS,283,278,5
BLUEWAVE ENERGY,269,267,2
HUSKY OIL MARKETING,262,262,0
WSP,256,163,93
KAYWAY INDUSTRIES,248,245,3
4REFUEL CANADA,239,239,0
STANTEC,233,140,93
XEROX,197,174,23
ENSEIGNES PATTISON SIGN GROUP,184,177,7
CANADIAN CORPS OF COMMISSIONAIRES,169,156,13
BIG EDDY FUEL SERVICES,164,164,0
GREAT SLAVE HELICOPTERS,157,156,1
COSSETTE COMMUNICATIONS,150,148,2
PARKLAND INDUSTRIES,142,141,1
CDW CANADA,133,133,0
YOURTECA,133,124,9
EXCEL HUMAN RESOURCES,130,100,30
CHRYSLER CANADA,122,122,0
AECOM,114,77,37
HAUL ALL EQUIPMENT,104,103,1
ARROW HELICOPTERS,99,95,4
NSC MINERALS,96,95,1
BUCKLAND TAYLOR,96,86,10
CANADIAN HELICOPTERS,94,93,1
SNC LAVALIN,94,59,35
CANON,93,85,8
FCA CANADA,93,92,1
SOROC TECHNOLOGY,89,89,0
OKANAGAN AGGREGATES,87,54,33
FLIGHT FUELS,82,82,0
BIGHORN HELICOPTERS,79,75,4
COTTON CANDY MISSISSAUGA,75,74,1
ASOKAN BUSINESS INTERIORS,74,74,0
TELUS CANADA,73,73,0
NISSAN CANADA,73,72,1
LYNK ELECTRIC,68,64,4
KROMAR PRINTING,67,65,2
GOLDER ASSOCIATES,67,52,15
EBA ENGINEERING CONSULTANTS,67,58,9
MUSTANG HELICOPTERS,60,52,8
AKLAK AIR,59,58,1
TETRA TECH EBA,59,40,19
UNIVERSAL HELICOPTERS,57,55,2
WORKPLACE MEDICAL,56,56,0
GOODFELLOW,56,55,1
NORTHERN MICRO,56,55,1
SUBARU CANADA,56,54,2
CODAN RADIO COMMUNICATIONS,54,52,2
YELLOWHEAD HELICOPTERS,50,50,0
PHASELOCK SYSTEMS INTERNATIONAL,50,50,0
NORTHWESTERN AIR LEASE,49,46,3
HOSKIN SCIENTIFIC,49,49,0
ASSOCIATED ENGINEERING ALBERTA,47,26,21
ELBOW RIVER HELICOPTERS,46,46,0
JASPER CONCRETE,45,37,8
WESTERN PETROLEUM,44,43,1
RICOH,43,37,6
NISHA TECHONOLOGIES,40,40,0
YAMAHA MOTOR CANADA,39,39,0
GENIVAR,38,26,12
K S SEL WINDSOR,38,36,2
JIM PATTISON INDUSTRIES,36,35,1
BOMBARDIER,36,36,0
SHAW TRUCK RENTALS,36,36,0
COWI NORTH AMERICA,35,34,1
FTS FOREST TECHNOLOGY SYSTEMS,34,33,1
CHRISS BOBCAT SERVICES,34,29,5
TDC CONTRACTING,33,33,0
EXP SERVICES,33,23,10
HELI LIFT INTERNATIONAL,32,32,0
CRANDALL ENGINEERING,32,16,16
SEI INDUSTRIES,31,31,0
LOWE MARTIN COMPANY,31,31,0
DANIELS ELECTRONICS,30,30,0
WILDERNESS HELICOPTERS,30,30,0
NORTH WRIGHT AIRWAYS,30,30,0
LLOYD MORRIS TRUCKING,30,26,4
DESROCHES,30,30,0
GROS MORNE OP ASSOCIATION,29,28,1
OSKAR CONSTRUCTION,29,23,6
INSIGHT SOFTWARE CANADA,29,29,0
BASSETT PETROLEUM DISTRIBUTORS,29,29,0
PODOLINSKY EQUIPMENT,29,29,0
PATTISON SIGN GROUP,28,28,0
ENTERPRISE RENT A CAR,28,28,0
ENTREPRISES RENE NEWBERRY 1991INC,28,25,3
GEMTEC,28,15,13
CAL GAS,28,28,0
NEWFOUNDLAND HELICOPTERS,28,28,0
TRANSWEST AIR,27,27,0
INTEROUTE CONSTRUCTION,27,20,7
ST JOSEPH PRINT GROUP,27,27,0
VALLEY BLADES,27,27,0
OUTLAND RESOURCES,26,17,9
EMERION,26,10,16
EXCAVATIONS RMG,26,23,3
