gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
BDO CANADA,2011,7,6,1
BDO CANADA,2012,4,4,0
BDO CANADA,2013,8,5,3
BDO CANADA,2014,1,1,0
BRINKS CANADA,2010,7,6,1
BRINKS CANADA,2011,12,12,0
BRINKS CANADA,2012,7,7,0
BRINKS CANADA,2013,6,6,0
CALIAN,2010,8,6,2
CALIAN,2011,16,14,2
CALIAN,2012,10,9,1
CALIAN,2013,14,10,4
CALIAN,2014,8,8,0
CANADIAN BANK NOTE COMPANY,2010,6,4,2
CANADIAN BANK NOTE COMPANY,2011,6,2,4
CANADIAN BANK NOTE COMPANY,2012,4,0,4
CANADIAN BANK NOTE COMPANY,2013,3,0,3
CANADIAN BANK NOTE COMPANY,2014,2,0,2
CANADIAN CORPS OF COMMISSIONAIRES,2010,28,27,1
CANADIAN CORPS OF COMMISSIONAIRES,2011,68,68,0
CANADIAN CORPS OF COMMISSIONAIRES,2012,1,1,0
CANADIAN CORPS OF COMMISSIONAIRES,2013,39,37,2
EXCEL HUMAN RESOURCES,2010,3,3,0
EXCEL HUMAN RESOURCES,2011,12,12,0
EXCEL HUMAN RESOURCES,2012,30,28,2
EXCEL HUMAN RESOURCES,2013,27,13,14
EXCEL HUMAN RESOURCES,2014,3,2,1
GARTNER,2010,5,5,0
GARTNER,2011,4,4,0
GARTNER,2012,3,3,0
GARTNER,2013,2,2,0
GARTNER,2014,2,2,0
SAS INSTITUTE CANADA INC,2010,7,7,0
SAS INSTITUTE CANADA INC,2011,4,4,0
SAS INSTITUTE CANADA INC,2012,3,3,0
SAS INSTITUTE CANADA INC,2013,2,2,0
SAS INSTITUTE CANADA INC,2014,2,2,0
TEKNION,2010,2,2,0
TEKNION,2011,13,13,0
TEKNION,2012,3,3,0
TEKNION,2013,2,2,0
XEROX,2010,17,15,2
XEROX,2011,2,2,0
XEROX,2012,7,7,0
XEROX,2013,10,9,1
XEROX,2014,2,1,1
