owner_acronym,source_year,total_entries,total_contracts,total_amendments
atssc,2016,1,1,0
atssc,2017,1,0,1
cbsa,2014,4,4,0
cbsa,2015,1,1,0
cbsa,2016,4,3,1
cbsa,2017,7,4,3
cfia,2012,1,1,0
cnsc,2012,5,4,1
cnsc,2013,1,1,0
cra,2008,10,2,8
cra,2009,5,0,5
cra,2010,1,0,1
cra,2014,1,1,0
cra,2015,1,1,0
cra,2016,1,0,1
cra,2017,1,0,1
csa,2015,1,1,0
csps,2012,1,1,0
csps,2013,4,3,1
csps,2015,1,1,0
cta,2016,1,1,0
dfo,2012,1,1,0
dfo,2013,2,1,1
dnd,2013,2,2,0
dnd,2015,3,3,0
dnd,2016,2,2,0
ec,2015,1,1,0
ec,2016,4,4,0
elections,2017,1,1,0
esdc,2010,8,8,0
esdc,2011,4,4,0
esdc,2012,1,1,0
esdc,2013,1,1,0
esdc,2014,2,2,0
esdc,2015,12,12,0
esdc,2016,12,8,4
esdc,2017,4,2,2
fin,2010,1,1,0
fin,2011,1,1,0
fin,2012,1,0,1
fin,2013,1,0,1
gac,2009,3,3,0
gac,2010,7,6,1
gac,2011,5,5,0
gac,2012,2,2,0
gac,2013,2,2,0
gac,2014,1,1,0
gac,2017,1,1,0
hc,2012,2,2,0
hc,2013,5,2,3
hc,2014,6,5,1
hc,2015,4,1,3
hc,2016,1,0,1
ic,2008,1,1,0
ic,2012,1,1,0
ic,2016,1,1,0
ic,2017,1,1,0
inac,2014,6,6,0
inac,2015,4,4,0
inac,2016,1,1,0
infra,2014,2,1,1
infra,2015,1,0,1
ircc,2010,9,6,3
ircc,2011,8,1,7
ircc,2012,13,5,8
ircc,2013,2,2,0
ircc,2014,4,1,3
ircc,2015,1,1,0
ircc,2016,1,1,0
ircc,2017,2,1,1
just,2012,1,1,0
lac,2013,1,1,0
nrcan,2012,1,1,0
nserc,2017,1,1,0
pc,2009,1,1,0
pc,2010,1,1,0
pch,2008,2,2,0
pch,2009,2,1,1
pch,2015,1,1,0
pco,2010,6,4,2
pco,2011,1,1,0
pco,2012,1,0,1
pco,2013,1,0,1
pco,2014,1,1,0
pco,2016,1,0,1
pco,2017,1,1,0
phac,2012,2,2,0
phac,2013,5,2,3
phac,2014,6,5,1
phac,2015,4,1,3
phac,2016,1,0,1
pptc,2011,2,2,0
pptc,2012,4,4,0
pptc,2013,3,1,2
ps,2012,1,1,0
ps,2014,1,1,0
psc,2012,2,1,1
psc,2017,1,1,0
pspc,2008,1,1,0
pspc,2009,1,1,0
pspc,2010,4,4,0
pspc,2011,16,12,4
pspc,2012,2,1,1
pspc,2016,2,1,1
ssc,2012,12,7,5
ssc,2013,18,11,7
ssc,2014,13,3,10
ssc,2015,8,6,2
ssc,2016,28,16,12
ssc,2017,34,12,22
tc,2015,4,4,0
tc,2016,5,0,5
tc,2017,6,2,4
