owner_acronym,total_entries,total_contracts,total_amendments
pspc,405,271,134
pc,114,77,37
dnd,80,68,12
dfo,60,45,15
ec,15,15,0
rcmp,15,14,1
tc,14,14,0
inac,9,7,2
nrc,6,5,1
nrcan,5,4,1
csa,5,5,0
pch,2,2,0
ijc,1,1,0
gac,1,1,0
