owner_acronym,total_entries,total_contracts,total_amendments
ec,303,300,3
hc,232,223,9
nrc,206,203,3
phac,200,192,8
dnd,179,172,7
agr,118,115,3
nrcan,90,90,0
cfia,49,48,1
ic,44,43,1
dfo,34,30,4
csa,29,29,0
rcmp,23,22,1
cbsa,12,12,0
cgc,7,7,0
cnsc,6,6,0
pc,2,1,1
pch,1,1,0
