owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,2,2,0
agr,2014,9,8,1
agr,2015,13,12,1
agr,2016,19,16,3
agr,2017,8,8,0
csc,2013,13,13,0
csc,2014,30,28,2
csc,2015,20,18,2
csc,2016,10,7,3
csc,2017,11,10,1
dfo,2010,14,9,5
dfo,2011,7,6,1
dfo,2012,10,10,0
dfo,2013,5,5,0
dfo,2014,4,3,1
dfo,2016,5,4,1
dfo,2017,2,2,0
dnd,2008,8,8,0
dnd,2009,41,40,1
dnd,2010,189,189,0
dnd,2011,127,127,0
dnd,2012,60,60,0
dnd,2013,163,163,0
dnd,2014,245,237,8
dnd,2015,261,261,0
dnd,2016,156,142,14
dnd,2017,117,93,24
ec,2011,2,1,1
ic,2013,8,8,0
inac,2013,1,1,0
nrc,2009,1,1,0
nrc,2013,2,2,0
nrc,2014,2,1,1
nrc,2015,1,0,1
nrc,2016,1,0,1
nrc,2017,2,1,1
pc,2008,11,11,0
pc,2009,10,10,0
pc,2010,21,21,0
pc,2011,18,18,0
pc,2012,15,15,0
pc,2013,52,52,0
pc,2014,55,54,1
pc,2015,48,47,1
pc,2016,39,39,0
pspc,2008,2,2,0
pspc,2009,3,3,0
pspc,2010,8,8,0
pspc,2011,3,3,0
pspc,2012,1,1,0
pspc,2014,1,1,0
pspc,2015,3,3,0
pspc,2016,1,1,0
rcmp,2008,5,5,0
rcmp,2009,18,18,0
rcmp,2010,11,11,0
rcmp,2012,2,2,0
rcmp,2013,6,5,1
rcmp,2014,1,0,1
rcmp,2015,4,4,0
rcmp,2017,11,9,2
