owner_acronym,total_entries,total_contracts,total_amendments
ircc,172,108,64
ssc,149,104,45
rcmp,108,89,19
pspc,40,40,0
dnd,35,32,3
dfo,28,24,4
ec,23,23,0
pch,22,21,1
ps,20,20,0
inac,18,14,4
stats,16,16,0
esdc,15,15,0
ic,11,10,1
cra,11,7,4
psc,10,8,2
pc,7,7,0
phac,6,6,0
tbs,6,6,0
hc,6,6,0
agr,6,4,2
nrc,5,5,0
cnsc,4,4,0
pptc,3,3,0
fin,3,3,0
infra,2,1,1
cfia,2,2,0
csc,2,1,1
fcac,2,2,0
nrcan,1,1,0
csa,1,1,0
ceaa,1,1,0
tc,1,1,0
