owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2013,3,2,1
agr,2014,1,1,0
agr,2015,1,1,0
agr,2017,3,2,1
atssc,2017,1,1,0
cbsa,2014,27,27,0
cbsa,2015,13,11,2
cbsa,2016,16,9,7
cbsa,2017,14,4,10
cfia,2016,4,1,3
cfia,2017,2,0,2
cnsc,2008,1,1,0
cnsc,2011,3,2,1
cnsc,2015,1,1,0
cnsc,2016,1,0,1
cnsc,2017,1,0,1
csps,2013,1,1,0
dfo,2010,2,1,1
dfo,2011,15,12,3
dfo,2012,31,25,6
dfo,2013,17,12,5
dfo,2014,20,14,6
dfo,2015,7,7,0
dfo,2016,13,8,5
dfo,2017,6,3,3
dnd,2012,2,2,0
dnd,2013,2,1,1
dnd,2014,3,1,2
dnd,2015,1,1,0
dnd,2017,1,1,0
esdc,2012,1,1,0
esdc,2016,2,2,0
esdc,2017,1,1,0
gac,2008,1,1,0
gac,2009,6,5,1
gac,2010,2,2,0
gac,2011,3,2,1
gac,2012,10,9,1
gac,2013,7,1,6
gac,2014,5,1,4
gac,2015,5,1,4
gac,2016,6,2,4
gac,2017,1,1,0
hc,2015,1,1,0
ic,2008,1,1,0
ic,2009,2,1,1
ic,2010,2,1,1
ic,2011,4,3,1
ic,2012,3,0,3
ic,2013,8,5,3
ic,2014,19,6,13
ic,2015,22,10,12
ic,2016,44,18,26
ic,2017,29,10,19
infra,2014,1,1,0
ircc,2010,1,1,0
ircc,2011,3,2,1
ircc,2012,2,2,0
ircc,2013,1,1,0
ircc,2014,1,1,0
just,2014,1,1,0
just,2015,3,1,2
just,2016,6,4,2
just,2017,1,1,0
lac,2016,1,1,0
nrc,2013,1,1,0
nrcan,2011,1,1,0
nrcan,2012,4,4,0
nrcan,2013,2,2,0
nrcan,2014,6,0,6
nrcan,2015,2,0,2
nserc,2017,3,2,1
osfi,2016,3,1,2
osfi,2017,3,1,2
pc,2010,3,2,1
pc,2011,2,1,1
pc,2012,1,0,1
pc,2013,6,4,2
pc,2014,4,0,4
pc,2015,4,1,3
pc,2016,4,1,3
pc,2017,2,1,1
pch,2009,1,1,0
pch,2012,3,3,0
pch,2013,3,2,1
pch,2014,8,7,1
pch,2015,16,13,3
pch,2016,20,12,8
pch,2017,21,11,10
pco,2013,3,1,2
pco,2015,1,1,0
pco,2017,1,1,0
phac,2015,1,1,0
pptc,2010,2,2,0
pptc,2011,3,2,1
pptc,2012,2,2,0
ps,2017,2,1,1
psc,2008,1,1,0
psc,2012,1,1,0
psc,2013,1,0,1
pspc,2009,1,1,0
pspc,2010,6,6,0
pspc,2011,3,1,2
pspc,2012,2,1,1
pspc,2013,3,1,2
rcmp,2011,2,2,0
rcmp,2012,2,0,2
rcmp,2013,1,0,1
rcmp,2014,1,0,1
rcmp,2015,9,5,4
rcmp,2016,5,0,5
rcmp,2017,5,1,4
ssc,2012,1,1,0
ssc,2013,4,3,1
ssc,2014,1,0,1
ssc,2016,1,1,0
ssc,2017,1,1,0
stats,2008,1,1,0
tc,2011,3,2,1
tc,2012,4,3,1
tc,2014,4,2,2
tc,2015,2,1,1
tc,2016,2,0,2
tc,2017,4,2,2
