owner_acronym,total_entries,total_contracts,total_amendments
nrc,230,222,8
gac,150,133,17
dnd,89,54,35
tc,72,71,1
csa,53,43,10
pspc,48,41,7
rcmp,42,39,3
ec,24,18,6
ic,22,20,2
agr,18,16,2
nrcan,16,14,2
pc,13,13,0
cbsa,4,4,0
dfo,2,2,0
ceaa,2,2,0
csc,1,1,0
cra,1,1,0
stats,1,1,0
