owner_acronym,source_year,total_entries,total_contracts,total_amendments
atssc,2017,1,1,0
cas,2017,2,2,0
cbsa,2016,1,1,0
ceaa,2014,2,2,0
ceaa,2015,1,0,1
ceaa,2016,1,0,1
ced,2015,1,1,0
ced,2017,1,1,0
cfia,2014,1,1,0
cfia,2017,1,1,0
cihr,2015,2,2,0
cihr,2016,1,1,0
cra,2016,1,1,0
cra,2017,1,1,0
crtc,2017,2,2,0
csc,2013,1,1,0
csc,2014,29,18,11
csc,2015,21,19,2
csc,2016,4,4,0
csc,2017,5,5,0
dfo,2010,2,2,0
dfo,2011,6,3,3
dfo,2012,2,2,0
dfo,2013,2,1,1
dfo,2014,6,6,0
dfo,2015,2,2,0
dfo,2016,1,1,0
dfo,2017,6,5,1
dnd,2008,1,1,0
dnd,2009,1,1,0
dnd,2010,1,1,0
dnd,2011,2,2,0
ec,2008,3,3,0
ec,2009,5,5,0
ec,2010,2,2,0
ec,2011,6,2,4
ec,2012,3,1,2
ec,2013,4,1,3
ec,2014,6,4,2
ec,2015,3,2,1
esdc,2008,1,1,0
esdc,2009,5,5,0
esdc,2010,3,3,0
esdc,2011,5,5,0
esdc,2012,2,2,0
esdc,2013,1,1,0
esdc,2015,1,1,0
fja,2013,1,1,0
fja,2014,1,1,0
fja,2015,1,0,1
fja,2017,1,0,1
gac,2015,1,1,0
gac,2016,1,1,0
hc,2010,4,4,0
hc,2011,17,12,5
hc,2012,15,10,5
hc,2013,11,7,4
hc,2014,18,9,9
hc,2015,15,4,11
hc,2016,26,15,11
hc,2017,10,8,2
ic,2008,5,5,0
ic,2009,1,1,0
ic,2010,1,1,0
ic,2011,3,3,0
ic,2012,1,1,0
inac,2013,3,1,2
inac,2014,3,3,0
inac,2015,2,2,0
inac,2017,2,1,1
infra,2009,1,1,0
just,2009,2,1,1
just,2010,1,0,1
neb,2016,2,2,0
neb,2017,4,1,3
nrc,2009,1,1,0
nrc,2010,1,0,1
nrc,2011,1,1,0
nrc,2013,3,2,1
nrc,2014,3,0,3
nrc,2015,2,0,2
nrc,2016,2,0,2
nrc,2017,3,0,3
nrcan,2011,4,4,0
nrcan,2013,1,1,0
nrcan,2014,1,1,0
osfi,2016,1,1,0
pch,2009,1,1,0
pch,2010,1,1,0
pch,2013,1,1,0
pch,2014,2,2,0
pch,2017,2,2,0
phac,2010,4,4,0
phac,2011,17,12,5
phac,2012,15,10,5
phac,2013,11,7,4
phac,2014,18,9,9
phac,2015,15,4,11
phac,2016,37,29,8
phac,2017,16,12,4
ps,2012,1,1,0
pspc,2008,11,6,5
pspc,2009,15,9,6
pspc,2010,14,9,5
pspc,2011,12,6,6
pspc,2012,16,6,10
pspc,2013,2,1,1
pspc,2014,8,6,2
pspc,2015,14,10,4
pspc,2016,7,4,3
pspc,2017,10,6,4
stats,2008,1,1,0
stats,2009,2,2,0
stats,2010,2,2,0
stats,2012,3,3,0
stats,2013,1,1,0
stats,2014,1,1,0
stats,2016,1,1,0
tbs,2010,1,1,0
tbs,2012,1,0,1
tbs,2013,1,0,1
tbs,2016,1,0,1
tc,2011,1,1,0
tc,2012,1,0,1
tc,2015,1,1,0
tc,2017,3,1,2
tsb,2017,1,1,0
