owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2016,1,1,0
csa,2008,32,32,0
csa,2009,16,16,0
csa,2010,9,9,0
csa,2011,14,14,0
csa,2012,15,15,0
csa,2013,12,12,0
csa,2014,18,18,0
csa,2015,9,9,0
csa,2016,19,17,2
csa,2017,24,10,14
dfo,2010,1,1,0
dfo,2011,2,1,1
dfo,2012,1,1,0
dfo,2013,3,2,1
dfo,2014,2,2,0
dfo,2015,3,3,0
dfo,2016,4,4,0
dfo,2017,4,4,0
dnd,2008,25,16,9
dnd,2009,24,13,11
dnd,2010,21,13,8
dnd,2011,40,29,11
dnd,2012,29,12,17
dnd,2013,45,35,10
dnd,2014,54,40,14
dnd,2015,110,104,6
dnd,2016,86,75,11
dnd,2017,142,131,11
ec,2008,1,1,0
ec,2011,4,4,0
ec,2012,2,1,1
ec,2013,3,3,0
ec,2014,2,2,0
ec,2015,1,1,0
ec,2017,1,1,0
gac,2013,1,1,0
gac,2016,1,1,0
gac,2017,1,1,0
ic,2010,1,1,0
ic,2011,1,1,0
inac,2017,1,1,0
nrc,2010,1,1,0
nrc,2011,1,1,0
nrc,2012,3,2,1
nrc,2013,4,3,1
nrc,2014,2,2,0
nrc,2015,3,1,2
nrc,2016,1,0,1
nrc,2017,3,1,2
nrcan,2011,3,3,0
nrcan,2012,6,6,0
nrcan,2013,9,8,1
nrcan,2014,8,5,3
nrcan,2015,9,9,0
nrcan,2016,6,6,0
nrcan,2017,3,3,0
pc,2008,1,1,0
pc,2009,1,1,0
pc,2010,1,1,0
pc,2014,2,2,0
pc,2017,2,2,0
pspc,2010,2,2,0
pspc,2011,3,3,0
pspc,2012,1,1,0
pspc,2013,1,1,0
rcmp,2009,1,1,0
stats,2016,1,1,0
