owner_acronym,source_year,total_entries,total_contracts,total_amendments
csc,2013,150,150,0
csc,2014,422,421,1
csc,2015,509,508,1
csc,2016,541,534,7
csc,2017,617,608,9
dnd,2008,1,1,0
dnd,2009,13,13,0
dnd,2010,18,18,0
dnd,2011,31,31,0
dnd,2012,37,37,0
dnd,2013,42,42,0
dnd,2014,36,36,0
dnd,2015,24,24,0
dnd,2016,27,26,1
dnd,2017,23,21,2
hc,2010,21,21,0
hc,2011,38,37,1
hc,2012,23,19,4
hc,2013,30,29,1
hc,2014,21,21,0
hc,2015,2,2,0
phac,2010,21,21,0
phac,2011,38,37,1
phac,2012,23,19,4
phac,2013,30,29,1
phac,2014,21,21,0
phac,2015,2,2,0
phac,2016,2,2,0
phac,2017,2,2,0
vac,2010,18,13,5
vac,2011,4,4,0
vac,2012,7,7,0
vac,2013,7,7,0
vac,2014,8,8,0
vac,2015,5,5,0
