owner_acronym,total_entries,total_contracts,total_amendments
ircc,302,154,148
rcmp,296,101,195
ic,139,57,82
gac,63,32,31
nrc,62,19,43
pspc,52,35,17
ssc,47,15,32
dnd,37,28,9
dfo,33,21,12
esdc,32,25,7
tc,28,16,12
cbsa,19,15,4
cnsc,19,13,6
pco,15,9,6
cfia,15,9,6
pc,12,4,8
ec,11,8,3
hc,8,8,0
phac,7,7,0
cihr,5,4,1
pptc,5,5,0
nrcan,4,3,1
csc,3,3,0
vac,2,2,0
just,2,2,0
psc,2,1,1
tbs,2,2,0
elections,1,1,0
cta,1,1,0
stats,1,1,0
atssc,1,1,0
crtc,1,1,0
pch,1,1,0
