owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2014,4,3,1
agr,2015,1,1,0
agr,2017,1,1,0
cbsa,2015,1,1,0
cfia,2016,1,1,0
cnsc,2008,1,1,0
cnsc,2009,2,2,0
cnsc,2010,7,5,2
cnsc,2011,7,4,3
cnsc,2012,1,1,0
cnsc,2013,3,2,1
cnsc,2014,1,0,1
cnsc,2015,1,1,0
cnsc,2016,4,1,3
cnsc,2017,3,1,2
csps,2013,1,1,0
dnd,2008,43,32,11
dnd,2009,57,33,24
dnd,2010,67,39,28
dnd,2011,81,56,25
dnd,2012,81,43,38
dnd,2013,75,49,26
dnd,2014,83,67,16
dnd,2015,85,62,23
dnd,2016,43,17,26
dnd,2017,52,22,30
ec,2010,2,2,0
ec,2011,2,2,0
ec,2012,2,1,1
ec,2013,1,1,0
elections,2017,3,2,1
esdc,2011,1,1,0
esdc,2014,2,2,0
esdc,2017,1,1,0
fintrac,2011,1,1,0
gac,2008,6,6,0
gac,2009,3,3,0
gac,2010,5,5,0
gac,2011,7,6,1
gac,2012,6,3,3
gac,2013,7,5,2
gac,2014,6,3,3
gac,2015,8,3,5
gac,2016,3,2,1
gac,2017,12,4,8
hc,2012,1,1,0
hc,2013,1,0,1
hc,2014,1,0,1
ic,2016,1,1,0
inac,2013,1,1,0
inac,2014,1,1,0
inac,2015,1,1,0
just,2009,3,1,2
just,2011,1,1,0
just,2012,1,1,0
nrc,2010,3,1,2
nrc,2011,1,1,0
nrc,2012,2,2,0
nrc,2013,2,2,0
nrc,2015,2,2,0
nrc,2016,4,4,0
nrc,2017,9,9,0
nrcan,2011,2,1,1
nrcan,2013,3,3,0
nrcan,2014,2,0,2
nrcan,2015,2,1,1
nrcan,2016,2,1,1
nrcan,2017,1,1,0
pc,2009,1,1,0
pch,2008,1,1,0
pch,2010,1,1,0
pco,2010,1,1,0
pco,2014,1,1,0
phac,2012,1,1,0
phac,2013,1,0,1
phac,2014,1,0,1
ppsc,2016,1,1,0
ps,2011,1,1,0
pspc,2008,1,1,0
pspc,2009,1,1,0
pspc,2010,3,2,1
pspc,2011,4,2,2
pspc,2012,3,0,3
ssc,2012,6,4,2
ssc,2013,7,5,2
ssc,2014,5,2,3
ssc,2015,4,1,3
ssc,2016,5,2,3
ssc,2017,5,1,4
stats,2010,1,1,0
tbs,2011,1,1,0
tbs,2017,1,1,0
tc,2011,2,2,0
tc,2012,1,1,0
tc,2013,1,1,0
tc,2014,1,0,1
tc,2015,3,2,1
tc,2017,3,3,0
