owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2014,1,1,0
cbsa,2014,1,1,0
csa,2015,1,1,0
csc,2016,1,1,0
dfo,2010,2,2,0
dfo,2012,2,2,0
dfo,2013,2,2,0
dfo,2014,3,2,1
dfo,2015,1,1,0
dfo,2016,12,10,2
dfo,2017,2,1,1
dnd,2008,234,233,1
dnd,2009,195,193,2
dnd,2010,264,261,3
dnd,2011,379,379,0
dnd,2012,263,257,6
dnd,2013,269,267,2
dnd,2014,300,294,6
dnd,2015,360,358,2
dnd,2016,197,193,4
dnd,2017,208,201,7
ec,2009,1,1,0
ec,2014,1,1,0
gac,2009,1,1,0
gac,2011,1,1,0
gac,2012,2,2,0
gac,2015,1,1,0
ic,2015,1,1,0
nrc,2009,1,1,0
nrc,2011,1,1,0
nrc,2012,1,1,0
nrc,2013,2,2,0
nrc,2016,1,1,0
nrcan,2013,1,1,0
nrcan,2014,1,1,0
nrcan,2016,1,1,0
pch,2017,1,1,0
pco,2011,1,1,0
rcmp,2009,1,1,0
rcmp,2010,1,1,0
rcmp,2015,2,2,0
rcmp,2016,1,1,0
ssc,2015,1,1,0
tbs,2015,1,1,0
tc,2013,1,1,0
tc,2014,4,4,0
tc,2015,2,2,0
tc,2016,4,4,0
tc,2017,1,1,0
