owner_acronym,total_entries,total_contracts,total_amendments
pspc,706,541,165
dnd,472,349,123
dfo,155,112,43
pc,94,59,35
nrc,88,76,12
rcmp,64,63,1
gac,62,59,3
ic,53,51,2
tc,44,40,4
esdc,31,31,0
ec,28,27,1
inac,22,14,8
ircc,6,5,1
pptc,6,5,1
cnsc,6,6,0
hc,5,4,1
phac,5,4,1
neb,4,3,1
just,3,3,0
pch,2,2,0
csc,2,2,0
cfia,2,2,0
ppsc,2,2,0
agr,2,1,1
cbsa,1,1,0
nrcan,1,1,0
psc,1,1,0
ssc,1,1,0
pbc,1,1,0
