owner_acronym,total_entries,total_contracts,total_amendments
nrc,43,16,27
ssc,39,26,13
cbsa,31,21,10
tc,28,15,13
gac,20,13,7
dfo,19,11,8
cfia,14,8,6
ic,11,3,8
nrcan,10,7,3
ec,7,7,0
cnsc,7,5,2
stats,5,5,0
lac,5,2,3
agr,4,3,1
ocol,3,1,2
inac,2,2,0
pspc,1,1,0
infra,1,1,0
tbs,1,1,0
ircc,1,1,0
atssc,1,1,0
pch,1,1,0
