owner_acronym,total_entries,total_contracts,total_amendments
cra,1263,492,771
ircc,165,111,54
esdc,140,129,11
pspc,133,122,11
ec,120,82,38
rcmp,97,53,44
ic,96,52,44
gac,94,51,43
cbsa,89,71,18
agr,54,31,23
ssc,32,15,17
dnd,30,13,17
cnsc,29,15,14
nrcan,25,12,13
osfi,22,7,15
tbs,21,11,10
tc,14,7,7
pc,12,3,9
just,11,6,5
pch,9,5,4
phac,7,6,1
hc,7,6,1
fin,6,5,1
psc,3,2,1
pco,3,3,0
dfo,2,1,1
ps,2,2,0
stats,1,1,0
ppsc,1,1,0
elections,1,1,0
