owner_acronym,total_entries,total_contracts,total_amendments
pspc,673,461,212
pc,256,163,93
dfo,117,89,28
dnd,87,84,3
nrcan,53,48,5
nrc,26,25,1
csc,21,20,1
ic,16,13,3
tc,14,14,0
rcmp,13,13,0
gac,13,13,0
ec,13,12,1
agr,11,10,1
inac,6,5,1
hc,4,4,0
phac,3,3,0
cc,2,2,0
cfia,2,2,0
ps,1,1,0
